State,County,Total_Enrolled,UHC_Enrolled,UHC_Share,Comp1_Name,Comp1_Enrolled,Comp1_Share,Comp2_Name,Comp2_Enrolled,Comp2_Share,Comp3_Name,Comp3_Enrolled,Comp3_Share,Comp4_Name,Comp4_Enrolled,Comp4_Share
PR,Florida,3216,0,0.0,"MCS ADVANTAGE, INC.",1796,55.85,"MMM HEALTHCARE, LLC",1093,33.99,"TRIPLE S ADVANTAGE, INC.",291.0,9.05,Humana,36.0,1.12
PR,Guanica,3326,0,0.0,"MCS ADVANTAGE, INC.",1534,46.12,"MMM HEALTHCARE, LLC",1463,43.99,"TRIPLE S ADVANTAGE, INC.",251.0,7.55,Humana,78.0,2.35
PR,Guayama,7621,0,0.0,"MMM HEALTHCARE, LLC",4101,53.81,"MCS ADVANTAGE, INC.",1917,25.15,"TRIPLE S ADVANTAGE, INC.",1132.0,14.85,Humana,471.0,6.18
PR,Guayanilla,4518,0,0.0,"MMM HEALTHCARE, LLC",1719,38.05,"MCS ADVANTAGE, INC.",1714,37.94,"TRIPLE S ADVANTAGE, INC.",979.0,21.67,Humana,106.0,2.35
PR,Guaynabo,15613,0,0.0,"MCS ADVANTAGE, INC.",6870,44.0,"MMM HEALTHCARE, LLC",4742,30.37,"TRIPLE S ADVANTAGE, INC.",3620.0,23.19,Humana,381.0,2.44
PR,Gurabo,7156,0,0.0,"MCS ADVANTAGE, INC.",4523,63.21,"MMM HEALTHCARE, LLC",1479,20.67,"TRIPLE S ADVANTAGE, INC.",975.0,13.62,Humana,179.0,2.5
PR,Hatillo,7260,0,0.0,"MCS ADVANTAGE, INC.",3148,43.36,"MMM HEALTHCARE, LLC",2243,30.9,"TRIPLE S ADVANTAGE, INC.",1797.0,24.75,Humana,72.0,0.99
PR,Hormigueros,4038,0,0.0,"MCS ADVANTAGE, INC.",2272,56.27,"MMM HEALTHCARE, LLC",1332,32.99,"TRIPLE S ADVANTAGE, INC.",377.0,9.34,Humana,57.0,1.41
PR,Humacao,12488,0,0.0,"MCS ADVANTAGE, INC.",8189,65.57,"TRIPLE S ADVANTAGE, INC.",1500,12.01,Humana,1440.0,11.53,"MMM HEALTHCARE, LLC",1359.0,10.88
PR,Isabela,9091,0,0.0,"MCS ADVANTAGE, INC.",5965,65.61,"TRIPLE S ADVANTAGE, INC.",2114,23.25,"MMM HEALTHCARE, LLC",945.0,10.39,Humana,67.0,0.74
PR,Jayuya,2906,0,0.0,"MMM HEALTHCARE, LLC",1321,45.46,"MCS ADVANTAGE, INC.",1256,43.22,"TRIPLE S ADVANTAGE, INC.",294.0,10.12,Humana,35.0,1.2
PR,Juana Diaz,8380,0,0.0,"MMM HEALTHCARE, LLC",3850,45.94,"MCS ADVANTAGE, INC.",2949,35.19,"TRIPLE S ADVANTAGE, INC.",1266.0,15.11,Humana,315.0,3.76
PR,Juncos,7328,0,0.0,"MCS ADVANTAGE, INC.",4836,65.99,"MMM HEALTHCARE, LLC",1301,17.75,"TRIPLE S ADVANTAGE, INC.",889.0,12.13,Humana,302.0,4.12
PR,Lajas,4921,0,0.0,"MCS ADVANTAGE, INC.",2908,59.09,"MMM HEALTHCARE, LLC",1665,33.83,"TRIPLE S ADVANTAGE, INC.",312.0,6.34,Humana,36.0,0.73
PR,Lares,6031,0,0.0,"MCS ADVANTAGE, INC.",2846,47.19,"MMM HEALTHCARE, LLC",1939,32.15,"TRIPLE S ADVANTAGE, INC.",1201.0,19.91,Humana,45.0,0.75
PR,Las Marias,1767,0,0.0,"MCS ADVANTAGE, INC.",1122,63.5,"MMM HEALTHCARE, LLC",440,24.9,"TRIPLE S ADVANTAGE, INC.",205.0,11.6,ALIGNMENT HEALTH PLAN,0.0,0.0
PR,Las Piedras,7695,0,0.0,"MCS ADVANTAGE, INC.",5339,69.38,"TRIPLE S ADVANTAGE, INC.",912,11.85,Humana,737.0,9.58,"MMM HEALTHCARE, LLC",707.0,9.19
PR,Loiza,3245,0,0.0,"MMM HEALTHCARE, LLC",1571,48.41,"MCS ADVANTAGE, INC.",1360,41.91,"TRIPLE S ADVANTAGE, INC.",282.0,8.69,Humana,32.0,0.99
PR,Luquillo,3534,0,0.0,"MCS ADVANTAGE, INC.",1827,51.7,"MMM HEALTHCARE, LLC",1099,31.1,"TRIPLE S ADVANTAGE, INC.",526.0,14.88,Humana,82.0,2.32
PR,Manati,9099,0,0.0,"MCS ADVANTAGE, INC.",4575,50.28,"MMM HEALTHCARE, LLC",2938,32.29,"TRIPLE S ADVANTAGE, INC.",1453.0,15.97,Humana,133.0,1.46
PR,Maricao,941,0,0.0,"MCS ADVANTAGE, INC.",612,65.04,"MMM HEALTHCARE, LLC",262,27.84,"TRIPLE S ADVANTAGE, INC.",67.0,7.12,ALIGNMENT HEALTH PLAN,0.0,0.0
PR,Maunabo,2713,0,0.0,"MMM HEALTHCARE, LLC",1325,48.84,"MCS ADVANTAGE, INC.",1053,38.81,"TRIPLE S ADVANTAGE, INC.",225.0,8.29,Humana,110.0,4.05
PR,Mayaguez,17069,0,0.0,"MCS ADVANTAGE, INC.",10560,61.87,"MMM HEALTHCARE, LLC",4678,27.41,"TRIPLE S ADVANTAGE, INC.",1655.0,9.7,Humana,176.0,1.03
PR,Moca,7854,0,0.0,"MCS ADVANTAGE, INC.",5803,73.89,"TRIPLE S ADVANTAGE, INC.",1239,15.78,"MMM HEALTHCARE, LLC",773.0,9.84,Humana,39.0,0.5
PR,Morovis,5945,0,0.0,"MCS ADVANTAGE, INC.",3294,55.41,"MMM HEALTHCARE, LLC",2117,35.61,"TRIPLE S ADVANTAGE, INC.",516.0,8.68,Humana,18.0,0.3
PR,Naguabo,4618,0,0.0,"MCS ADVANTAGE, INC.",2614,56.6,"MMM HEALTHCARE, LLC",1102,23.86,"TRIPLE S ADVANTAGE, INC.",637.0,13.79,Humana,265.0,5.74
PR,Naranjito,5631,0,0.0,"MCS ADVANTAGE, INC.",3003,53.33,"MMM HEALTHCARE, LLC",1908,33.88,"TRIPLE S ADVANTAGE, INC.",667.0,11.85,Humana,53.0,0.94
PR,Orocovis,4408,0,0.0,"MMM HEALTHCARE, LLC",2653,60.19,"MCS ADVANTAGE, INC.",1517,34.41,"TRIPLE S ADVANTAGE, INC.",178.0,4.04,Humana,60.0,1.36
PR,Patillas,4256,0,0.0,"MMM HEALTHCARE, LLC",2617,61.49,"MCS ADVANTAGE, INC.",1143,26.86,"TRIPLE S ADVANTAGE, INC.",406.0,9.54,Humana,90.0,2.11
PR,Penuelas,4407,0,0.0,"MCS ADVANTAGE, INC.",1629,36.96,"MMM HEALTHCARE, LLC",1433,32.52,"TRIPLE S ADVANTAGE, INC.",1161.0,26.34,Humana,184.0,4.18
PR,Ponce,30652,0,0.0,"MCS ADVANTAGE, INC.",11812,38.54,"MMM HEALTHCARE, LLC",10070,32.85,"TRIPLE S ADVANTAGE, INC.",6786.0,22.14,Humana,1984.0,6.47
PR,Quebradillas,5498,0,0.0,"MCS ADVANTAGE, INC.",3225,58.66,"TRIPLE S ADVANTAGE, INC.",1337,24.32,"MMM HEALTHCARE, LLC",907.0,16.5,Humana,29.0,0.53
PR,Rincon,3320,0,0.0,"MCS ADVANTAGE, INC.",2209,66.54,"MMM HEALTHCARE, LLC",809,24.37,"TRIPLE S ADVANTAGE, INC.",266.0,8.01,Humana,36.0,1.08
PR,Rio Grande,9100,0,0.0,"MCS ADVANTAGE, INC.",4340,47.69,"MMM HEALTHCARE, LLC",3565,39.18,"TRIPLE S ADVANTAGE, INC.",1024.0,11.25,Humana,171.0,1.88
PR,Sabana Grande,5260,0,0.0,"MCS ADVANTAGE, INC.",3030,57.6,"MMM HEALTHCARE, LLC",1804,34.3,"TRIPLE S ADVANTAGE, INC.",381.0,7.24,Humana,45.0,0.86
PR,Salinas,5737,0,0.0,"MMM HEALTHCARE, LLC",2812,49.02,"MCS ADVANTAGE, INC.",1546,26.95,"TRIPLE S ADVANTAGE, INC.",937.0,16.33,Humana,442.0,7.7
PR,San German,6633,0,0.0,"MCS ADVANTAGE, INC.",3894,58.71,"MMM HEALTHCARE, LLC",2145,32.34,"TRIPLE S ADVANTAGE, INC.",519.0,7.82,Humana,75.0,1.13
PR,San Juan,59887,15,0.03,"MCS ADVANTAGE, INC.",27539,45.98,"MMM HEALTHCARE, LLC",19040,31.79,"TRIPLE S ADVANTAGE, INC.",11669.0,19.49,Humana,1624.0,2.71
PR,San Lorenzo,7809,0,0.0,"MCS ADVANTAGE, INC.",5185,66.4,"MMM HEALTHCARE, LLC",1293,16.56,"TRIPLE S ADVANTAGE, INC.",1015.0,13.0,Humana,316.0,4.05
PR,San Sebastian,9794,0,0.0,"MCS ADVANTAGE, INC.",7020,71.68,"TRIPLE S ADVANTAGE, INC.",1488,15.19,"MMM HEALTHCARE, LLC",1246.0,12.72,Humana,40.0,0.41
PR,Santa Isabel,3790,0,0.0,"MMM HEALTHCARE, LLC",2035,53.69,"MCS ADVANTAGE, INC.",1120,29.55,"TRIPLE S ADVANTAGE, INC.",537.0,14.17,Humana,98.0,2.59
PR,Toa Alta,11177,0,0.0,"MCS ADVANTAGE, INC.",5624,50.32,"MMM HEALTHCARE, LLC",3992,35.72,"TRIPLE S ADVANTAGE, INC.",1394.0,12.47,Humana,167.0,1.49
PR,Toa Baja,14798,0,0.0,"MCS ADVANTAGE, INC.",7277,49.18,"MMM HEALTHCARE, LLC",5240,35.41,"TRIPLE S ADVANTAGE, INC.",2080.0,14.06,Humana,201.0,1.36
PR,Trujillo Alto,10243,0,0.0,"MCS ADVANTAGE, INC.",4884,47.68,"MMM HEALTHCARE, LLC",3483,34.0,"TRIPLE S ADVANTAGE, INC.",1702.0,16.62,Humana,174.0,1.7
PR,Utuado,5962,0,0.0,"MCS ADVANTAGE, INC.",2408,40.39,"TRIPLE S ADVANTAGE, INC.",1977,33.16,"MMM HEALTHCARE, LLC",1544.0,25.9,Humana,33.0,0.55
PR,Vega Alta,7605,0,0.0,"MCS ADVANTAGE, INC.",4569,60.08,"MMM HEALTHCARE, LLC",2289,30.1,"TRIPLE S ADVANTAGE, INC.",703.0,9.24,Humana,44.0,0.58
PR,Vega Baja,11207,0,0.0,"MCS ADVANTAGE, INC.",6343,56.6,"MMM HEALTHCARE, LLC",3537,31.56,"TRIPLE S ADVANTAGE, INC.",1238.0,11.05,Humana,89.0,0.79
PR,Vieques,1237,0,0.0,"MCS ADVANTAGE, INC.",713,57.64,"MMM HEALTHCARE, LLC",323,26.11,"TRIPLE S ADVANTAGE, INC.",171.0,13.82,Humana,30.0,2.43
PR,Villalba,4653,0,0.0,"MMM HEALTHCARE, LLC",2155,46.31,"MCS ADVANTAGE, INC.",1608,34.56,"TRIPLE S ADVANTAGE, INC.",749.0,16.1,Humana,141.0,3.03
PR,Yabucoa,8133,0,0.0,"MCS ADVANTAGE, INC.",4985,61.29,"MMM HEALTHCARE, LLC",1166,14.34,"TRIPLE S ADVANTAGE, INC.",1026.0,12.62,Humana,956.0,11.75
PR,Yauco,8170,0,0.0,"MCS ADVANTAGE, INC.",3816,46.71,"MMM HEALTHCARE, LLC",3260,39.9,"TRIPLE S ADVANTAGE, INC.",920.0,11.26,Humana,174.0,2.13
RI,Bristol,7259,1499,20.65,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,4715,64.95,CVS Health (Aetna),379,5.22,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,295.0,4.06,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,270.0,3.72
RI,Kent,27071,7084,26.17,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,15706,58.02,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,1513,5.59,CVS Health (Aetna),1260.0,4.65,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,898.0,3.32
RI,Newport,10337,2685,25.97,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,5520,53.4,CVS Health (Aetna),863,8.35,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,526.0,5.09,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,501.0,4.85
RI,Providence,85207,24487,28.74,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,42407,49.77,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,8531,10.01,CVS Health (Aetna),4032.0,4.73,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,3000.0,3.52
RI,Washington,19345,5441,28.13,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,10343,53.47,CVS Health (Aetna),1515,7.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,898.0,4.64,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,624.0,3.23
SC,Abbeville,3410,831,24.37,Humana,1405,41.2,CVS Health (Aetna),375,11.0,Centene (WellcCare),328.0,9.62,Devoted Health,278.0,8.15
SC,Aiken,19541,6950,35.57,Humana,7201,36.85,CVS Health (Aetna),2276,11.65,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1251.0,6.4,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,708.0,3.62
SC,Allendale,1261,783,62.09,Humana,298,23.63,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,83,6.58,CVS Health (Aetna),63.0,5.0,Centene (WellcCare),34.0,2.7
SC,Anderson,26484,4456,16.83,Humana,10106,38.16,CVS Health (Aetna),7486,28.27,Devoted Health,1044.0,3.94,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,914.0,3.45
SC,Bamberg,2041,1271,62.27,Humana,334,16.36,CVS Health (Aetna),145,7.1,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,130.0,6.37,Centene (WellcCare),86.0,4.21
SC,Barnwell,2824,1464,51.84,Humana,915,32.4,CVS Health (Aetna),159,5.63,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,143.0,5.06,Centene (WellcCare),84.0,2.97
SC,Beaufort,20211,9639,47.69,CVS Health (Aetna),2926,14.48,Humana,2530,12.52,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1854.0,9.17,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,1441.0,7.13
SC,Berkeley,20817,6797,32.65,Humana,6314,30.33,CVS Health (Aetna),2491,11.97,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1540.0,7.4,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,982.0,4.72
SC,Calhoun,1962,991,50.51,Humana,349,17.79,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,209,10.65,CVS Health (Aetna),183.0,9.33,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,155.0,7.9
SC,Charleston,30876,10485,33.96,Humana,7919,25.65,CVS Health (Aetna),4229,13.7,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2041.0,6.61,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,1654.0,5.36
SC,Cherokee,7375,1600,21.69,Humana,2755,37.36,CVS Health (Aetna),1218,16.52,Cigna,687.0,9.32,Centene (WellcCare),409.0,5.55
SC,Chester,4466,1925,43.1,CVS Health (Aetna),716,16.03,Cigna,633,14.17,Humana,612.0,13.7,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,244.0,5.46
SC,Chesterfield,5284,2333,44.15,Humana,1548,29.3,CVS Health (Aetna),697,13.19,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,303.0,5.73,Centene (WellcCare),197.0,3.73
SC,Clarendon,5110,2424,47.44,Humana,1574,30.8,CVS Health (Aetna),483,9.45,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,343.0,6.71,Centene (WellcCare),187.0,3.66
SC,Colleton,5230,2230,42.64,Humana,1590,30.4,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,382,7.3,CVS Health (Aetna),382.0,7.3,Centene (WellcCare),179.0,3.42
SC,Darlington,8246,3735,45.29,Humana,2595,31.47,CVS Health (Aetna),991,12.02,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,458.0,5.55,Centene (WellcCare),298.0,3.61
SC,Dillon,4043,1890,46.75,Humana,1039,25.7,CVS Health (Aetna),437,10.81,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,250.0,6.18,Centene (WellcCare),183.0,4.53
SC,Dorchester,14249,4599,32.28,Humana,4267,29.95,CVS Health (Aetna),1803,12.65,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1063.0,7.46,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,705.0,4.95
SC,Edgefield,3411,1290,37.82,Humana,1264,37.06,CVS Health (Aetna),415,12.17,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,178.0,5.22,Centene (WellcCare),112.0,3.28
SC,Fairfield,3393,1116,32.89,Humana,1028,30.3,CVS Health (Aetna),483,14.24,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,315.0,9.28,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,155.0,4.57
SC,Florence,14853,6584,44.33,Humana,3954,26.62,CVS Health (Aetna),1680,11.31,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,836.0,5.63,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,764.0,5.14
SC,Georgetown,9651,4153,43.03,Humana,2106,21.82,CVS Health (Aetna),932,9.66,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,857.0,8.88,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,799.0,8.28
SC,Greenville,57137,9034,15.81,Humana,18678,32.69,CVS Health (Aetna),18126,31.72,Centene (WellcCare),2574.0,4.5,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,2375.0,4.16
SC,Greenwood,8259,1822,22.06,Humana,2794,33.83,Centene (WellcCare),1176,14.24,Devoted Health,1172.0,14.19,CVS Health (Aetna),786.0,9.52
SC,Hampton,2666,1449,54.35,Humana,717,26.89,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,157,5.89,CVS Health (Aetna),131.0,4.91,Centene (WellcCare),86.0,3.23
SC,Horry,59975,18669,31.13,Humana,16802,28.02,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,8891,14.82,CVS Health (Aetna),8481.0,14.14,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,3325.0,5.54
SC,Jasper,4355,1970,45.24,Humana,1209,27.76,CVS Health (Aetna),507,11.64,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,327.0,7.51,CLOVER INSURANCE COMPANY,132.0,3.03
SC,Kershaw,8042,3293,40.95,Humana,1521,18.91,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,1197,14.88,CVS Health (Aetna),952.0,11.84,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,460.0,5.72
SC,Lancaster,12083,4644,38.43,CVS Health (Aetna),2641,21.86,Humana,2040,16.88,Cigna,1077.0,8.91,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1035.0,8.57
SC,Laurens,9093,1757,19.32,Humana,3597,39.56,CVS Health (Aetna),2237,24.6,Centene (WellcCare),823.0,9.05,Devoted Health,317.0,3.49
SC,Lee,2474,1175,47.49,Humana,700,28.29,CVS Health (Aetna),327,13.22,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,111.0,4.49,Centene (WellcCare),95.0,3.84
SC,Lexington,27172,8549,31.46,Humana,8117,29.87,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,4405,16.21,CVS Health (Aetna),3478.0,12.8,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1207.0,4.44
SC,Marion,4646,2359,50.77,Humana,898,19.33,CVS Health (Aetna),527,11.34,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,274.0,5.9,Centene (WellcCare),249.0,5.36
SC,Marlboro,3886,1798,46.27,Humana,1220,31.39,CVS Health (Aetna),391,10.06,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,250.0,6.43,Centene (WellcCare),99.0,2.55
SC,McCormick,2265,762,33.64,Humana,659,29.09,CVS Health (Aetna),263,11.61,Devoted Health,210.0,9.27,Centene (WellcCare),201.0,8.87
SC,Newberry,4562,1474,32.31,Humana,1739,38.12,CVS Health (Aetna),536,11.75,Centene (WellcCare),298.0,6.53,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,215.0,4.71
SC,Oconee,11560,1675,14.49,Humana,4395,38.02,CVS Health (Aetna),4283,37.05,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,432.0,3.74,Centene (WellcCare),287.0,2.48
SC,Orangeburg,12735,6979,54.8,Humana,2200,17.28,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1058,8.31,CVS Health (Aetna),955.0,7.5,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,722.0,5.67
SC,Pickens,16058,2504,15.59,Humana,6330,39.42,CVS Health (Aetna),4925,30.67,Centene (WellcCare),544.0,3.39,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,522.0,3.25
SC,Richland,32902,9325,28.34,Humana,12371,37.6,CVS Health (Aetna),4204,12.78,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,3597.0,10.93,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1364.0,4.15
SC,Saluda,1826,672,36.8,Humana,623,34.12,CVS Health (Aetna),176,9.64,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,113.0,6.19,Centene (WellcCare),97.0,5.31
SC,Spartanburg,40269,6700,16.64,Humana,16164,40.14,CVS Health (Aetna),7454,18.51,Cigna,2809.0,6.98,Centene (WellcCare),1893.0,4.7
SC,Sumter,11866,221,1.86,Humana,5488,46.25,CVS Health (Aetna),2862,24.12,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1390.0,11.71,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,1093.0,9.21
SC,Union,4559,1208,26.5,Humana,1149,25.2,Centene (WellcCare),780,17.11,Cigna,452.0,9.91,CVS Health (Aetna),407.0,8.93
SC,Williamsburg,5152,2918,56.64,Humana,976,18.94,CVS Health (Aetna),404,7.84,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,377.0,7.32,Centene (WellcCare),269.0,5.22
SC,York,26041,6175,23.71,CVS Health (Aetna),7780,29.88,Humana,6663,25.59,Cigna,1631.0,6.26,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1539.0,5.91
SD,Aurora,199,0,0.0,MEDICA INSURANCE COMPANY,97,48.74,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",57,28.64,CVS Health (Aetna),34.0,17.09,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,11.0,5.53
SD,Beadle,1647,153,9.29,MEDICA INSURANCE COMPANY,1115,67.7,CVS Health (Aetna),144,8.74,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,137.0,8.32,"HEALTHPARTNERS, INC.",98.0,5.95
SD,Bennett,52,0,0.0,MEDICA INSURANCE COMPANY,52,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Bon Homme,601,44,7.32,MEDICA INSURANCE COMPANY,248,41.26,CVS Health (Aetna),124,20.63,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",102.0,16.97,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,54.0,8.99
SD,Brookings,2673,137,5.13,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",1329,49.72,MEDICA HEALTH PLANS,616,23.05,CVS Health (Aetna),199.0,7.44,"HEALTHPARTNERS, INC.",156.0,5.84
SD,Brown,2399,167,6.96,MEDICA INSURANCE COMPANY,1850,77.12,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,281,11.71,"HEALTHPARTNERS, INC.",70.0,2.92,CVS Health (Aetna),17.0,0.71
SD,Brule,356,0,0.0,MEDICA INSURANCE COMPANY,295,82.87,CVS Health (Aetna),61,17.13,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
SD,Butte,1293,119,9.2,MEDICA INSURANCE COMPANY,473,36.58,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",362,28.0,Humana,193.0,14.93,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,128.0,9.9
SD,Campbell,87,0,0.0,MEDICA INSURANCE COMPANY,87,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Charles Mix,475,91,19.16,MEDICA INSURANCE COMPANY,163,34.32,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",125,26.32,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,52.0,10.95,CVS Health (Aetna),44.0,9.26
SD,Clark,461,53,11.5,MEDICA HEALTH PLANS,332,72.02,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",44,9.54,CVS Health (Aetna),16.0,3.47,SANFORD HEALTH PLAN,16.0,3.47
SD,Clay,765,48,6.27,MEDICA INSURANCE COMPANY,216,28.24,CVS Health (Aetna),188,24.58,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",128.0,16.73,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,118.0,15.42
SD,Codington,3607,217,6.02,MEDICA HEALTH PLANS,2956,81.95,"HEALTHPARTNERS, INC.",186,5.16,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,176.0,4.88,Humana,52.0,1.44
SD,Corson,126,35,27.78,MEDICA INSURANCE COMPANY,41,32.54,CVS Health (Aetna),35,27.78,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,15.0,11.9,ALIGNMENT HEALTH PLAN,0.0,0.0
SD,Custer,1188,98,8.25,MEDICA INSURANCE COMPANY,447,37.63,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",258,21.72,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,175.0,14.73,Humana,162.0,13.64
SD,Davison,1920,133,6.93,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",1049,54.64,MEDICA HEALTH PLANS,303,15.78,CVS Health (Aetna),230.0,11.98,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,120.0,6.25
SD,Day,605,28,4.63,MEDICA HEALTH PLANS,443,73.22,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",34,5.62,CVS Health (Aetna),31.0,5.12,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,28.0,4.63
SD,Deuel,494,18,3.64,MEDICA HEALTH PLANS,263,53.24,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",115,23.28,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,40.0,8.1,CVS Health (Aetna),21.0,4.25
